kalimat;tag
akhir akhir ini merasa mudah marah dan tersinggung, mudah lelah, terkadang kesal dan sedih tanpa sebab. terkadang saya ada keinginan menyakiti diri sendiri (FYI saya pernah menjambak rambut saya sendiri karna merasa sangat kesal dan marah), pernah sekali saya ingin sekali memukul anak saya. apa itu saya gabisa kontrol emosi atau ada indikasi kesehatan mental dok? saya pernah konsultasi online dg psikiatri lalu disarankan tatap muka, tp saya ingin memastikan kembali karna keinginan keinginan tersebut semakin kuat. saya sering pusing tibatiba sangat sering akhir akhir ini, sampai bobot saya turun 3kg dalam seminggu krna kadang saya merasa ;bipolar
dokter, Saya berusia 22 tahun dan seorang mahasiswa akhir. Akhir-akhir ini mood saya sangat swing. Saya juga sering menangis tanpa sebab, kemudian detik selanjutnya bisa tertawa renyah dan lupa bahwa sebelumnya saya menangis. Saat ini saya sedang mengambil salah satu MK peminatan mengenai kepemimpinan veteriner, dan dalam tugas saya sering ditanyakan tujuan hidup, cara mengembang pribadi atau skill dan masih banyak lagi. Sedangkan saya tidak memiliki tujuan hidup, tidak tahu apa yang saya suka, dan juga tidak tahu apa yang ingin saya lakukan. Kemudian, saya selalu terlihat gugup dimata orang-orang padahal saya merasa saya baik-baik saja. Lalu, saya juga selalu tremor ketika harus melakukan sesuatu yang baru atau ketika diperhatikan oleh orang. Jantung saya selalu berdebar keras ketika dikagetkan atau saya merasa kaget dan terancam. ketika Saya memiliki luka dan lukanya akan segera kering, saya akan berusaha melukai bagian luka yang sebelumnya sudah akan sembuh. lalu, saya juga terkadang mendengar seseorang memanggil saya sejak saya sekolah. Saat ini, sudah beberapa hari sejak saya menarik diri dari lingkungan saya dan hanya tidur seharian. Apakah saya baik-baik saya dok? Saya selalu merasa baik-baik saja, tapi ada bagian diri saya yang mengatakan jika saya tidak baik-baik saja. ;bipolar
dok,saya ingin bertanya. Beberapa bulan yang lalu,sekitar bulan november 2020 saya sempat drop karena stress. Tapi setelah bulan itu saya terus mengalami perasaan gelisah,sering menangis sendiri,over thingking,dan tiba-tiba sedih. Lalu berlanjut sampai sekarang,tapi jangka waktunya tidak sesering bulan-bulan sebelumnya. Menurut dokter saya harus bagaimana untuk menangani hal ;bipolar
saya ingin bertanya, Apakah seseorang bisa mengidap penyakit mental dua sekaligus? Seperti BPD dan PTSD dalam waktu yang bersamaan? Dan apakah BPD dan Bipolar itu berbeda? Terima ;bipolar
3 hari saya didiangnosa saya bipolar, lalu saya diberi obat seperti Risperidone, haloperidol,hexymer. Namun stelah say minum itu kepala saya terasa berat dan pusing, trus jua pandangan mata buram,dan tangan gemetar itu kenapa ya ;bipolar
dok, saya remaja berusia 15tahun. saya sering susah mengendalikan perasaan. terkadang saya sampai pusing beberapa detik nafas juga rasanya agak sesak. pikiran saya kosong. seperti mood swing tapi saya kadang nahan diri supaya ga bikin suara. saya memang lagi menstruasi tapi gejala nya ga terjadi cuma pas menstruasi aja dok. terkadang mood saya naik ketika ngeliat sesuatu yang saya lihat di internet dan guling guling sendiri di ranjang sambil mesem2 sendiri. kadang juga saya ngerasa sendiri nafas kaya berhenti sebentar dan pengen bundir tapi bbrp jam kemudian balik normal. terkadang juga saya terlalu sering overthink akan semua yang saya lakukan hari ini dan rasanya insekyur, ingin lebih dan lebih. apa ini wajar dok? saya bertanya soalnya menurut saya emosi saya akhir akhir ini terlalu ;bipolar
dok, umur saya 17 tahun. Beberapa bulan ini saya mengalami sakit kepala terus menerus, perubahan pola makan yang tidak menentu (kadang makan terlalu banyak dan kadang sama sekali tidak makan), merasa sedih berkepanjangan dan mudah menangis tanpa tahu apa sebabnya, merasa sangat sensitif, tidak peduli terhadap lingkungan dan cenderung menarik diri, lebih suka sendiri di tempat gelap. ketika sekolah saya bisa berperilaku normal, tapi saat tidak ada kegiatan apapun saya bisa tidur seharian tetapi saya tetap merasa sangat lelah dan seperti orang yang putus asa. Sebelumnya saya tidak terganggu dengan kondisi saya, namun beberapa bulan ini saya merasa ada yang salah dengan perilaku saya. Apakah ini termasuk gejala dari ;bipolar
apakah orang dengan gangguan bipolar wajar untuk tidur lebih dari 16 jam ;bipolar
Dok, saya seorang mahasiswi berumur 18 tahun. semenjak masuk kuliah saya mendapatkan tekanan dari berbagai hal seperti keluarga, pendidikan. Dalam 2 bulan ini saya sering kali melakukan suicide attempt namun tidak berjalan baik. Bagaimana cara untuk menghentikannya ? saya sudah cukup ;bipolar
dok mau nanya lagi nihsaya kadang suka heran sama diri saya sendiri karna suka ngomong sendirian kdg kalo merasa udh benar benar sepi sekali apa yang ada dipikiran saya saya keluarin sendirian dengan berbicara sendiri serasa ada dunia sendiri saat saya bicara sendiriBahkan saya sangat lama dikamar mandi karna saya merasa dikamar mandi saya bisa lebih tenang walaupun saya hanya cuci muka saja itu mengundang waktu yang cukup lama.Anehnya saat sendirian saya sangat riang bernyanyi dll tpi saat berkumpul saya merasa takut saya merasa seperti saya tidak diperhatikan itu kenapa ya ;bipolar
bipolar disorder atau penyakit gangguan mental dan gangguan jiwa apa boleh divaksin covid ;bipolar
dok, saya mau saya mau tanya tentang diri saya setahun belakangan ini, kenapa ya saya skrg suka nangis sedih, kadang marah atau ketawa tanpa alasan yg jelas dok, kaya saya lagi duduk atau belajar tiba tiba nangis trs galama ngetawain diri sendiri, kalo ditanya orang kenapa saya bingung mau jawb apa soalnya saya kaya gitu gatau juga kenapa kaya gada pemicunya gitu.. trs kdg gabisa ngontrol emosi sama sekali, kalo udah marah gatahanakhirnya mukul atau ngehancurin sesuatu, seringnya lgsg ngemaki lgsg orang yang ada didepan saya pdhl dia gasalah, walaupun akhirnya saya nyesal kaya gitu.. trs dibentak aja bisa nangis ngeraung raung, hal hal sepele yang harusnya gabikin orang marah tapi bikin saya marah marah sampe kadang bisa gasengaja ngelukain diri sendiri.. tapi pas saya ngelakuin itu semua saya secara gasadar dok, seakan akan saya dikontrol buat ngelakuin itu semua, dan saya biasanya baru sadar setelah selesai ngelakuin hal itu, kalo boleh tau saya kenapa ya dok dan apa solusinya, ;bipolar
apakah gangguan bipolar berpengaruh pada pola pikir seseorang misalnya yang awalnya sikapnya dewasa skrng menjadi kekanak2an?Lalu saya bebwrapa tahun ini sering mengalami kesulitan dalam mengambil keputusan dok apa yang saya alami? Apakah penyakit saya bisa disembuhkan dok?Terimakasih sebelumnya ;bipolar
dok, saya mau bertanya saya pengidap bipolar dan sekarang saya sedang demam dan pusing, apakah boleh minum obat kejiwaan dibarengi ;bipolar
mengalami mood berlebian tp lebih sering antara sedih,marah,takut, dan jika sedang stabil saya hanya merasa hampa dan lelah. Keadaan ini sudah lama sejak 3/4 tahun yg lalu, saya bisa tiba2 merasakan emosi2 tsb pd hal2 sepele/tanpa tahu alasannya, saya pernah menunda skripsi saya sampai orang tua menekan saya terang2an dan saya jd buruk, mulai sering menyakiti diri sendiri dan beberapa kali mencoba bunuh diri, masa ini terjadi 2tahun yg lalu, sebelumnya saya hanya berpikir kematian tp kejadian itu saya menjadi tidak terkendali, takut berhadapan dg orang lain,rasa bersalah,lelah,tidak menginginkan apapun. Hingga saya dibantu didoakan saya bisa mengendalikan diri lulus dan mendapat pekerjaan dan berhenti menyakiti diri sendiri.Tapi sampai skrg saya masih merasakan hal tsb, lingkungan tempat kerja dan orang tua saya terlihat baik2 saja, saya merasa masih ada sesuatu yg salah dr saya meski saya sudah berani mengeluh pd orang tua saat saat tidak ;bipolar
Dokter. Saya adalah remaja 16 tahun, sebelumnya saya mau cerita sedikit tentang kehidupan saya. Sejak 1,5 tahun lalu saya sering mengalami perubahan mood yg drastis apalagi setelah diajak bicara sama orang lain, pasti tiba-tiba aja saya kyk pengen banget ngomong kasar, tiba-tiba kesel tanpa sebab. Saya juga sering banget nangis tanpa sebab, terutama akhir-akhir ini entah pagi, siang, malem pasti nangis tanpa sebab. Dan saat nangis muncul keinginan untuk menyakiti diri sendiri bahkan mengakhiri hidup. Tapi itu hanya dlm angan2 saja krn disisi lain saya takut kalau saya meninggal apa orng2 bakal peduli sama saya atau tetep aja bodoamat. Selera makan juga menurun, sampe berat badan turun drastis. Dulu saya orng yg rajin belajar tapi semenjak 1,5 tahun lalu rasa malas terus muncul. Tapi disisi lain saya pasti selalu ngerasa bersalah krn udah g belajar. Selalu ngerasa hari2 saya tuh kyk melelahkan banget pdhl kegiatannya cuma belajar, makan, tidur, nyapu udh itu aja. Saya juga sering merasa gak ada yg peduli sama saya, merasa gak punya temen padahal saya punya. Dan itu membuat saya sering berhalusinasi dan ngobrol sendiri seakan akan ada orng disamping saya yg sedang ngajak ngobrol saya, pdhl aslinya gak ada orng. Saya juga sering banget kyk kalau abis nangis tiba-tiba bisa ketawa kyk lepas gtu. Dan kalau saya ketemu dengan laki-laki siapapun itu pasti rasa ingin memukul dia itu besar banget. Dulu waktu umur 3 tahun kata mama saya, papa saya pernah membanting saya krn hal sepele. Mama jg bilang papa dulu orngnya seperti berkepribadian ganda dan sering banget nyiksa mama dan aku. Mama jg selalu ngelarang aku buat ketemu papa, pdhl sebenernya aku udh kangen bgt sama papa, dan pikiran aku selalu mengarah ke masalah dimasa lalu itu yg membuat aku seolah olah benci sama mama krn ngelarang aku buat ketemu papa pdhl aku tau papa orngnya g baik. Maaf ceritanya rada belibet, tp aku harap bisa dimengerti ya. Jadi kalau sudah begitu apa yg harus saya lakukan ;bipolar
saya berumur 14 tahun,saya baru membawa dia ke psikolog saat disitulah saya tahu kalau anak saya mengidap bipolar dan adhd..saya ingin lebih tau anak saya..kira kira apa yang dirasakan oleh pengidap dua penyakit tersebut? Apa ada obatnya? Dan apa yang harus saya lakukan ya? Sekian dok ;bipolar
dok, saya di diagnosa bipolar, tetapi saya tidak merasa seperti itu. Dan rasanya aneh saja, memang ketika saya tidak minum obat, saya bisa merasa sangat down selama seminggu atau lebih dan 3-4 harian normal . Tetapi ketika minum obat saya mengalami mood swing yang sangat mendadak dan sering, apakah saya benar2 bipolar? Saya baca di inernet itu lebih ke BPD dok. Sebelumnya saya juga didiagnosa OCD. Terima kasih ;bipolar
malam dok, saya ingin bertanya. Saya memiliki banyak tekanan yang membuat saya stress, seperti masalah keluarga, keuangan, bahkan pertemanan yang membuat saya sering menangis pada malam hari dan bahkan sering menyayat tangan saya dengan kaca ataupun silet. Setiap saya mengalami tekanan tersebut saya merasa dada saya sesak lalu menangis, saya juga selalu menyebut kata kata ingin bunuh diri dan tidak ingin hidup lagi, bahkan barusan saya kembali mengalami tekanan itu dan menangis, kembali ingin bunuh diri lalu berhenti dengan tertawa. Kira kira apakah kasus saya ini sudah termasuk depresi dok? Mohon bantuannya dan bagaimana cara saya mengatasinya dok ;bipolar
saya mau nanya, umur saya 15 tahun. saya bingung sama diri saya. saya juga suka sedih dengan apa yang saya baca padahal tidak ada yg menyedihkan. saya dulu sering bergaul dan saya suka melakukan kesukaan saya, tapi sekarang tidak. orang yang menglihat saya selalu bilang saya berjalan sambil melamun. saya juga takut berbicara didepan orang-orang, dan hal hal sepele juga saya takut untuk melakukannya. napsu makan saya juga berkurang, ketika saya ditegur juga perasaan saya sedih dan saya suka menangis padahal teguran itu tidak ada nada membentak tapi bagi saya menyakitkan. saya juga tidak suka tertawa lagi, saya selalu menganggap semua serius. jika saya sendiri saya suka bengong padahal tidak ada yg saya pikirkan. terkadang saya juga suka setres karna hal sepele yang membuat saya susah ;bipolar
dok saya mau bertanya terkait psikologis dan kesehatan. Ada beberapa pertanyaan yang ingin saya tanyakan dok.Yang pertama, saya punya semangat hidup dan sering berpikir positif apapun itu saya berusaha berfikir positif. Tetapi ada waktu dimana saya begitu stress karena masalah yang menumpuk, dan disaat itu emosi saya tidak terkendali bahkan saya kadang memukul diri saya sendiri hingga saya punya pemikiran untuk bunuh diri dok, dulu waktu saya SMA saya pernah hampir mau bunuh diri. Saya mau bertanya dok, bagaimana cara saya untuk mengobati ataupun menahan emosi saya dok? Saya takut jika suatu saat orang tua saya tidak ada, emosi saya tidak terkontrol. Karena sekarang saya masih bertahan karena orang tua saya dok.Yang kedua, untuk saat ini, hal ini jarang saya rasakan. Tetapi waktu SMP saya sering merasakan dok. Saya tidak tau ini penyakit atau apa. Jadi saya sadar saya berada di suatu tempat, tetapi tiba tiba saya seperti sadar lagi dan sering membuat saya berfikir ini saya berada disini benerankan, saya ada ditempat ini benerankan. Dan jujur dok itu menakutkan, saya takut kelakuan saya tidak terkendali kalau saya tidak menyadarkan diri kalau saya memang di tempat itu. Itu kenapa ya dok?Yang ketiga, ini saya rasakan lagi pas awal pandemi, sebelumnya saya pernah rasakan waktu kecil. Jadi saya merasa sesak saat mau tidur, saya ga tau penyebabnya. Hal ini ngebuat saya takut tidur, takut saya ga bisa bernafas. Sehingga tiap mau tidur saya gosok hidung dan tenggorokan pakai freshcare atau semacamnya. Tapi kalau bangun itu rasanya nafasnya lega, tapi lama kelamaan bakal kambuh lagi sesaknya. Padahal bisa bernafas biasa tapi kaya ga nyaman, kaya kurang lega. Kakak saya menyarankan buat olahraga, tapi tetap sama saja dok. Itu kenapa ya dok?Dan terakhir, saya kalau kelelahan terus duduk dalam waktu lama, perut saya sakit dan punggung saya sakit dok, saya tidak tau apa ini gejala mag atau bukan. Karena kalau mag, kalau saya telat makan dan saya tidak kelelahan, saya tidak mengalami sakit itu. Apakah benar ini gejala mag atau bukan ya dok?Terimakasih dok, dan maaf kalau pertanyaan saya banyak ;bipolar
dok, saya sering merasa kadang kalau saya sering bertingkah seperti bukan diri saya. Saya juga sering dibilang tidak memiliki rasa peduli. Saya juga sering merasa tidak bisa mengontrol emosi saya, seperti kadang rasa senang berlebih, rasa sedih berlebih, dan kadang tidak memiliki rasa emosi-ekspresi. Saya juga tidak bisa mengungkapkan perasaan saya dengan leluasa, karena seperti merasa ada tembok diantara saya dengan lingkungan saya. Saya tidak bisa berada di tempat ramai, asing, terlalu lama itu dapat mengakibatkan saya pusing, badan bergetar, keringat dingin, kadang ingin menangis. Itu kenapa ya ;bipolar
dok, sejak kecil saya sangat suka menyiksa hewan seperti ayam, cacing burung dll juga sering melakukan kekerasan terhadap anak seumuran saya. kebiasaan saya menyakiti hewan ini berhenti setelah saya masuk sd dan sering sakit sakitan, tapi saya yang sering melakukan kekerasan masih. Nah, sekitar umur 14-16 tahun saya memiliki trauma akan suatu pelecehan. disitu, kebiasaan saya kembali lagi yaitu menyiksa hewan bahkan membunuh mereka hidup2. dan saya juga merasa sering mengalami pergantian mood yang cepat, mudah marah, sering pusing, sulit tidur. saya banyak searching di google banyak yang berkata bahwa itu adalah gangguan psikopati apakah itu benar ;bipolar
dok, saya april berusia 18 tahun sudah cukup lama atau sekitar 2 bulan saya tidak bisa merasakan perasaan. Baik sedih,senang,marah dll. Awalnya saya anggap biasa,tapi lama kelamaan ini cukup mengganggu.. itu bagaimana ya ;bipolar
dok, saya Rara umur 19 tahun. Saya jarang menangis dan marah dok tapi ketika sekali saya kesal dan marah, saya akan mengamuk berbicara kasar lalu menangis menghilang dari sosmed spt wa. Kemarin saya sampe left dari semua grup tanpa pikir panjang, itu pertama kali saya left hanya karena emosi saya. Apakah itu hal yang wajar dok? apakah itu terjadi krn emosi saya tidak stabil atau saya sdg stress ;bipolar
