kalimat;tag
dok saya sultan jadi saya mau bertanya umur saya 17 tahun tapi kenapa ya dok tinggi badan saya pernah diukur di sekolah waktu SMP itu 164 tetapi ketika diukur lgi dirumah ketika sudah SMA kelas 2 jadi 160 dok menggunakan pengukur lingkar perut,saya bingung dok mau meninggikan badan lagi tetapi susah ditambah lagi saya yang susah tidur dibawah jam 12 mungkin karna kebiasaan bermain game kali ya,dan ketika jam 10 pagi tuh saya kadang mengantuk sekali dok dan ketika pulang dari sekola saya langsung tidur tapi saya selalu set time 30 menit tidur siang,tapi ketika alarm udh nyala itu saya sangat susah untuk mengendalikan badan jadi badan saya kayak matiin alarm udh itu tidur lagi dok sampe jam 5 sore kayak aneh saja dok. Pertanyaanya donk apakah tinggi badan saya masih bisa tinggi dok? Atau mungkin sudah faktor orang tua karna ayah saya tinggi tapi ibu saya sangat pendek,dan kenapa saya selalu mengantuk di siang hari terimakasih ;insomnia
ya saya sering banget susah tidur bangun tengah malem,pikiran gak karuan,seperti ad kecemasan,otak saya selalu gak tenang kalo pas mau ;insomnia
dok, saya izin bertanya, ibu saya umur 63 tahun mengalami gangguan tidur sudah 1 minggu, akibatnya beliau merasa sakit perut melilit dan mual/muntah jika makan sesuatu, beliau pun mengalami penurunan nafsu makan, karena keadaan ini asam lambungnya juga jadi kambuh, kira2 makanan atau obat apa yang harus dikonsumsi untuk keluhan ini dok? Terima ;insomnia
saya berumur 22 tahun, sudah seminggu sulit tidur. ada gejala dada kiri tidak nyaman, bagian lengan lemah dan tremor sedikit. tidak ada benjolan dibagian tubuh saya. Saya sudah minum benecol dan makan rebusan sawi dok, makan buah pisang juga. namun, sore harinya saya merasakan badan saya makin lemah dan penglihatan agak kabur tidak seperti biasanya dan merasakan kantuk. Sebelumnya saya sudah minum obat dari dokter dan menunggu jadwal medical check up dari dokter. untuk itu penanganan apa yang harus saya lakukan ;insomnia
malem dok. Dok kenapa ya tangan saya nyeri klau di pegang padahal tidak luka maupun jatuh. Beberapa hari ini saya juga merasakan badan bagian belakang rasanya sakit banget, dibuat tidur pun susah. Kira kira penyebabnya apa dok? ;insomnia
dok, tadi malam saya mengalami susah tidur sampai jam 06.00 pagi namun saya hanya menutup mata saja mencoba tidur namun tidak bisa, apakah baik menutup mata saja? Dan apa penyebab/solusi ;insomnia
Dok, saya mau bertanya, dari bulan Juni kemarin saya kena gangguan tidur yang awalnya bermula setelah saya sakit maag yang dibilang akut sampe merasa sesak napas selama 4 hari. Setelah penyakit itu selesai, saya mulai merasa susah tidur karna kepikiran kalau-kalau saya tidak bisa bangun keesokan harinya (meninggal), namun setelah itu saya sudah bisa tidur dengan normal, selang beberapa Minggu kembali saya rasakan susah tidur dengan gejala yang sama. Saya kuatkan diri, saya berusaha untuk tidak pikiran, jadi setelah itu saya gangguan tidur murni karna tidak bisa merasa nyenyak, namun setelah itu bisa kembali normal. Di awal Agustus saya 3 hari berturut-turut tidak bisa tidur karena kepikiran akan sidang skripsi, itulah awal mula saya tidak bisa tidur hingga berhari-hari, lalu kembali normal seperti biasa lalu kembali gangguan tidur, begitu terus, gejala yang saya alami, walaupun ada jeda harinya, hanya gejala itu terus ada hampir sampai akhir bulan Agustus. Lalu pada akhir bulan Agustus masuk bulan September kemarin, saya berturut-turut selama hampir 4 mingguan bisa tidur secara normal tanpa masalah, namun di akhir bulan September kemarin tepatnya di hari Kamis tanggal 30, saya kembali mengalami susah tidur yang tidak bisa mendapatkan rasa nyenyak sampai di pagi hari pada 3 hari berturut-turut, dari malam Kamis sampe malam Sabtu, malam Minggu kemarin saya kembali normal bisa tidur, namun di malam Senin sampai tadi malam, saya kembali mengalami susah tidur karena tidak nyenyak.Sebelum 3 malam terakhir ini, saya tidak bisa tidur di malam hari karena tidak bisa nyenyak, tapi saya bisa tidur di siang harinya dengan baik, namun di 3 malam terakhir ini, sampai tadi, saya coba untuk tidur di siang harinya, tidak bisa nyenyak sama seperti tidur di malam hari. Tiap hari saya mencoba untuk berpikir positif agar bisa tidur dengan baik, namun yang terjadi malah sebaliknya, gejalanya makin menjadi-jadi.Saya bingung, khawatir, sedih, dan takut kalau-kalau ini akan berkepanjangan dan tidak ;insomnia
berjalan hampir sebulan saya memiliki masalah tidur. Di mana, saya tidur selalu lewat dari jam 3 dini hari. Bahkan semakin ke sini, rasanya semakin parah, saya baru tidur pukul 5-7 pagi. Akibatnya saya seringkali melewatkan pertemuan kuliah pagi. Jika ditanya, saya tidak merasa stress. Saya juga sudah berusaha untuk capek sebelum tidur, namun tidak ada hasilnya.Orang di sekitar saya sudah menyarankan untuk mengonsumsi obat tidur. Namun, saya masih takut untuk mengonsumsinya. Apakah ada saran dari ;insomnia
dok, saya wanita berumur 25 tahun. Saya tipe yg cepat tidur, tp selalu bangun tengah malam. Awal mula selalu terbangun itu kuliah semester 5 atau 6 gitu (2017). Itu masih bisa tidur lagi sekitar 5-10 menit kemudian. Setelah lulus kuliah (2019), butuh waktu lebih dari 30 menit untuk tidur lagi. Dan beberapa bulan ini (mulai bulan puasa tahun 2021), tiap terbangun tengah malam sudah los, tidak bisa tidur lagi sampai pagi. Begitu tiap hari sampai saya lelah pusing saat di kantor. Saya juga punya kebiasaan menggosok-gosokan kaki ke bantal kaki/guling sebelum tidur. Rasanya tidak nyaman kalau tidak digosok dulu. Kemudian saya memasukkan kaki saya ke sarung bantal kaki karena saya suka nendang-nendang kalau tidak ditahan dengan bantal. Kebiasaan suka nendang/banyak gerak saat tidur itu dari kecil, kebiasaan menggosok-gosok kaki ke bantal kaki itu sejak th 2015. Apakah itu ada hubungannya dengan insomnia? Saya harus bagaimana ya dok? Harus ke psikolog untuk terapi kah atau psikiatri untuk dapat obat? Terima kasih dok. Mohon bantuannya ;insomnia
mau tanya belakangan ini saya insomnia. Tapi kalau mengantuk dan saya coba tidur badan saya langsung kaget (hypnic jerk). Jadi saya sulit tidur krn kaget tiba tiba. Gimana mengobatinya ya dok? Terima ;insomnia
Siang caranya agar bisa tidur malam dengan nyenyak untuk Ibu usia 52 sering susah untuk tidur, biasanya jika sudah tertidur sering terbangun tengah malam dan tidak bisa tidur lagi sampai pagi. Mohon bantuannya ya ;insomnia
apakah berikut adalah ciri ciri dari Sering jatuh sakit, lemas, dada sesak, dan sakit Kurang tertarik dengan sentuhan pasangan (jika disentuh bisa gemetar, hingga Sering bengong, diam, dan tidak banyak bicara (memendam fikiran Tidak tertarik dalam hubungan biologis dengan Susah tidur (tidur selalu Tidak suka dengan cara menyikapi dan mengatasi jika pasangan kita mengalami Anhedonia ya apa penyebab seseorang ;insomnia
saya harusnya rutin minum obat anti depresi yang terdiri dari risperidon, trihexyphenidil, malamnya ditambah clozapine dan lorazepam. Tp 2 hari kmarin saya tidak minum obat itu, sekarang muncul kembali rasa cemas dan tidak bisa tidur. Apa yg harus saya lakukan? Apa boleh diminum kembali ;insomnia
irfan, usia 27, perokok.Selama 6 bulan belakangan jam tidur/istirahat saya gak teratur. Hal itu disebabkan tuntutan pekerjaan yg mengharuskan saya kerja siang malam duduk lama didepan komputer (video editor).Skrang pekerjaan saya gak sepadat sbelumnya, tpi saya masih merasa susah sekali untuk beristirahat, tidur palingan 3 jam am, klo udh bangun gsusah banget untuk bisa tdur lgi.Pernah coba konsumsi obat L€lap, sperti gk ada perbedaan dengan tnpa obat.Kondisi ini seolah menjadi kebiasaan baru yg susah sekali saya rubah. Minta saran dan solusi, hal apa yg harus saya lakukan dg kondisi saya ;insomnia
dok. Selamat pagi...Saya ingin bertanya. Saya sering mengalami insomnia sejak remaja. Namun akhir akhir ini terasa semakin memburuk terutama saat saya menutup mata selalu seperti jatuh sangat dalam ke tempat gelap yang tidak ada ujungnya, Membuat saya semakin sulit tidur dan selalu takut jika menutup mata. Terkadang juga ketika saya sedang mengalami insomnia, saya berbaring namun badan terasa sangat ringan dan terasa mengambang semua terutama kepala saya terasa berputar.. apa itu semua efek samping dari insomnia akut dok.?Terima ;insomnia
Mama saya kalau malam susah tidur, bisa di katakan insomia bahkan mau sampai subuh ga jadi saya sarankan mengkonsumsi madu Royale Jelly (hdi), minta sarannya dokter agar mengkonsumsi madu tidak berlebihan dan tidak menimbulkan efek samping nantinya. Sebelumnya mama saya beberapa bulan lalu mengalami gejala struk, lalu kolestrol, dan sekarang ;insomnia
dok, anak saya baru berusia 15 tahun tapi sudah insomnia akut, tidak bisa tidur dari malam hingga pagi berhari hari, sudah berlangsung selama 2 bulan dok, padahal dia tidak stress atau depresi, malah karena anak saya tidak bisa tidur, dia malah jadi stress ,sedih, cemas tidak bisa tidur. sudah diberi obat tidur (aprazolam) tapi nihil. anak saya yoga sebelum tidur tapi sama saja. sudah coba tidur dari jam 9 sampe pagi pun masih terjaga. gimana dok solusi ;insomnia
dok, saya sdh krg lebih 3mgg tidak dapat tidur dengan nyenyak, dan setiap malam / setiap satu jam sekali terbangun sendiri di sertai panas berkeringat dri dalam mungkin bs dibilang gejala premenopause , krna tidur yg tdk berkualitas maka menganggu aktivitas pada siang hari kepala pusing , saya jg penderita maag kronis , salah satu faktor terbangun pada malam hari setiap satu jam itu karna pedih pada ulu hati begitu setiap 1 jam di sertai keringat dibadan, sblmny adh pernah konsumsi alprazolam dan bisa tertidur apa boleh ya dok klau saya mencoba konsumsi suplemen melatonin gummies? ;insomnia
sudah negatif covid tapi masih susah tidur.siang kalo tidur jam 3 siang baru bisa tidur dan badan belom bisa fit sekali dan batuk ditengorokan seperti banyak dahak.dahak nya putih..ada solusi nya dok ;insomnia
dok, kenapa saya setalah vaksin covid dosis 1 malamnya jadi insomnia dan berturut-turut mengalami hypnic jerk disertai dengan suara(seperti suara letusan dan suara alat patient monitor yang mati), dan itu terjadi selama beberapa menit ketika akan tidur terus hypnic jerk terus terbangun, selanjutnya berulangkali seperti itu sampai 3/4 ;insomnia
seorang suami berumur 31 tahun dan memiliki 1 anak. Setiap kali berhubungan seks dengan istri baik itu pagi, siang, sore, atau sebelum tidur malam tetap tidak bisa tidur seharian walaupun telah minum obat clozapine dosis 12,5mg. Jadi sekarang ini kalau ingin seks selalu melakukan foreplay dengan istri tapi sayanya jangan sampai ereksi. Selain itu saya juga sedang pengobatan rutin ke psikiater dengan obat clozapine 12,5mg setiap mau tidur malam sudah berlangsung 4 bulan lamanya. Apakah sudah benar jika saya berobat ke dokter saraf untuk mengatasi keluhan saya ini ;insomnia
yang harus dilakukan oleh penderita darah rendah jika susah ;insomnia
dok saya setyo saya br smbuh dr covid 1 bulan yg lalu saya merasa tersiksa sekali karena sulit tidur baik siang maupun mlm pikiran saya melayang gk karu2an sprti trauma merasa ketakutan dll apalagi kalau dirumah kedatangan beberapa orng krn slalu trbayang bgaimana rsnya saat merasakan selama terinveksi covid...bagaimana cara mengatasi agar saya bs tdr nyenyak ;insomnia
dok, mau tanya. ibu saya berusia 50 tahun mengalami sulit tidur dan mempunyai darah tinggi 130/90. bagaimana ya solusinya agar dapt tidur lelap? karena selama ini kalou mau tdr lelap minum obat batuk yang ada obat tdrnya padahal tdr batuk. makasih ;insomnia
yg lalu saya demam tinggi halusinasi dan dispepsia.Juga disrtai kecemasan berlebih yg ahirnya sampai sekarang insomnia.Saya susah untuk jatuh tidur padahal siangnya aktif krja.Tidur paling 2 jm semalam siang juga gak bisa jatuh tidur walopun sudah mengantuk berat.Setiap mau jatuh tidur selalu kaget dan perut menjalar ke kedua kaki ada sensasi hangat lalu terjaga bgitu terus berulang ulang. Parahnya kalo perut juga kembung dan usus bunyi2.Mohon solusinya ;insomnia
doksaya mau tanya,ibu saya sudah di nyatakan negatif tes pcr 30 juli 21,namun sekarang mengalami keluhan badan terasa panas seperti di kepung bara api,saat tiba dingin terasa di dalam lemari es,namun saat di cek suhu tubuh normal 36,6-36,8 dan selalu bilang tidak bisa tidur,serta dari raut wajah kelihatan sedang cemasMohon penjelasan penyakit apa dok,yg di alami ibu saya ;insomnia
tidak bisa tdr dok mata tidak menggantuk dan bdn terasa dingin itu knp ;insomnia
dok saya Candra ingin bertanya, jadi ibu saya sudah 1 bulan ini tidak bisa tidur tetapi kondisinya mengantuk dan ibu juga mengeluh karena keluar keringat secara berlebihan. Kira-kira kondisi ini menandakan apa ya dok mohon penjelasannya. Terima ;insomnia
yg harus di lakukan oleh seorang penderita epilepsi ketika tidak bisa tidur di malam hari karena di selimuti aura,rasa cemas dan gelisah serta merasakan sesuatu yg tidak nyaman di bagian kaki kiri. Apakah ada obat yg bisa membantu menghilangkan rasa tidak nyaman di kaki itu doc? Mohon bantuannya. ;insomnia
dok, saya ingin menanyakan keluhan saya yg sudah hampir 2 minggu badan terasa lemas sampai kaki, awalnya berobat kedokter katanya asam lambung dan sudah diberikan obat sampai saat ini masih lemas, klo tidur jantung rasanya berdebar dan sering kaget saat tidur jadi susah tidur kira kira kenapa ya dok? Apakan asam lambung, gula darah rendah atau penyakit ;insomnia
siang Dokter, salam sehatDok, saya punya ibu yang berusia kurang lebih 76 tahun. Tetapi, beberapa hari ini ibu saya ausah tidur dan bahkan tidak bisa tidur sama sekali sampai pagi. Dan begitupun siang hari jg tidak bisa tidur. Yerlebih ibu saya lg kena covid. Dan perlu ditambahkan, ibu saya tidak punya penyakit jantung, paru2, ginjal. Cuma mungkin maag saja.Apa yang harus dilakukan ya Dokter?Terima ;insomnia
tadi pagi kan saya vaksin astrazeneca di daerah saya, sebelum vaksin saya minum segelas susu sama roti, tapi setelah vaksin saya langsung makan makanan yang berat dok, nah dari pihak sana setelah vaksin di beri parasetamol kan ya dok. awalnya tidak ada gejala yang gimana2, cuma ngantuk saja jadi saya pikir tidak perlu untuk minum parasetamolnya, mulai muncul adanya gejala itu waktu siang dok, saya ngerasa badan saya lemes bgt, akhirnya saya makan sosis dok buat ngeganjel perut, setelah itu saya nyoba tidur kan dok tapi gak bisa, ini tadi setelah magrib saya keluar, badan saya rasanya dingin banget terus kaki saya dari paha sampai betis linu banget, sampek rumah badan saya ternyata panas, akhirnya saya minum parasetamol dan alhamdulillah sekarang panasnya sudah turun, tapi yang saya herankan linu di kaki saya tetap terasa sampai sekarang, kalau gejalanya seperti itu apa tidakpapa ya dok, soalnya saya takut banget kalo kenapa2. di kartu vaksinnya soalnya gak dicantumin dok nomor yang bisa dihubungin kalo ada keluhan jadi saya bingung, umur saya 21 tahun ;insomnia
Saya pasien c19, saya tbtb tidak bisa tidur karna gigi saya sakit dan sekarang kepala saya seperti mau pecah dok. Tlg bantu saya dok. Tenggorokan saya mendadak juga tidak enak ;insomnia
selamat malam dok. Saya ingin bertanya, sudah 3x saya mimpi terbawa sampai dunia nyata. Seperti, tercekik di dalam mimpi dan saat saya bangun saya masih merasakan sensasi tsb. Sebelumnya, saya memang ada masalah tidur (insomnia) tetapi tidak sampai mimpi terbawa ke dunia nyata dok. Kira-kira saya kenapa ya dok? Dan saya harus melakukan apa supaya bisa mendapatkan tidur yang berkualitas? Terima kasih sebelumnya dok ;insomnia
dok. Sata ingin tanya. Saya udah ke sekian kalinya ngalamin susah tidur. Misalkan saya pagi bangun jam 5 dan baru bisa tidur lagi di pagi hari berikutnya. Setiap ingin coba tidur rasanya susah bngt, nyesek, dan ingin nangis. Sekalinya tidur itupun cuma beberapa jam doang. Padahal sudah ngantuk tp buat coba lagi gabisa. Udah coba cara ini itu tp gabisa. Jadi gimana ya dok caranya supaya cepat ;insomnia
saya punya penyakit maag, dan oleh karena itu saya konsumsi pariet (kira2 mulai akhir juni atau awal juli). Semenjak itu, saya mengalami rhinitis alergi (hidung tersumbat) yang menyebabkan saya susah tidur. Saya sempat berhenti konsumsi obat sekitarseminggu dan keluhan saya mengenai rinitis berkurang (dalam waktu seminggu itu saya lebih banyak konsumsi jamu seperti beras kencur). Namun setelah saya konsumsi pariet dalam waktu 3 hari, alergi saya kambuh lagi, bahkan sekarang ini saya mengalami insomnia di mana saya sulit sekali tidur (sulit masuk fase deep sleep). Pertanyaan saya:1. Apakah betul rabeprazole (kandungan di pariet) yang mengakibatkan rinitis dan insomnia tsb?2. Obat apa yang sebaiknya saya konsumsi perihal masalah tsb? Apakah boleh saya mengonsumsi lelap dan tremenza untuk mengatasi masalah tsb?3. Benarkah mengonsumsi jamu semacam beras kencur dan kunyit asem dapat membantu mengatasi pilek dan/atau susah tidur? Atau justru sebaliknya?Terimakasih ;insomnia
saya sudah hampir seminggu setiap tidur jam 9-10 malem sering bangun lagi jam 12 malemnya trus tidak bisa tidur lagi sampai pagi.Bagaimana cara agar mudah tidur lagi yaa dok?Makasih ;insomnia
dok,saya izin bertanya kenapa ya dok saya setelah minum obat ini mengalami insomnia,mual,sesek, baru 2 kali minum dok saya takut kenapa ;insomnia
dok umur saya 21 tahun,3.5 tahun yg lalu bapak saya meninggal dunia semenjak saat itu insomnia saya semakin parah padahal siang saya jarang tidur karna pada saat itu saya masih bersekolah dan sampai sekarang saya sudah bekerja pun mash kesulitan untuk tidur,berat badan berkurang drastis,ada cemas yg berlebihan pernah suatu saat saya merasa sedih sekali sampai berfikir untuk bunuh diri,say sering sakit kepala juga telinga berdenging,saya kehilangan fokus dan terkadang seperti orang linglung perubahan mood secara tiba tiba terkadang saya merasa senang sekali bahkan sampai sedih sekali hanya berdiam diri dan menangis di kamar karna kebetulan saya bekerja dan jauh dari keluarga,apakah saya ini terkena gangguan mental kah ;insomnia
dok... istri sudah 5hr ini susah tidur malam dn mengalami sakit kepala yg berlebihan. sudah d bawa ke dokter dn didiagnosis lambung luka. obat yg di berikan antasida doen, ibuproven, dn titan.tapi tidak ada hasil kesembuhan atau tidak berkurangnya sakit kepala yg di alami. mohon pencerahannya ;insomnia
malam dokter, saya positif covid gejala ringan dok, namun dalam masa isoman saya kurang sekali untuk mendapatkan tidur, sering kali insomnia, bagaimana dokter apakah ini akan menghambat proses penyembuhan ;insomnia
Dok Saya mau bertanya Tentang keluhan penyakit dok ,, ibu saya sedang sakit sudah diberi obat tetapi mengapa susah sekali untuk tidur dok ,, apa krna Efek obat tersebut atau apa yg harus sya lakukan dok ;insomnia
Dok! Saya Ika usia 18 tahun, ingin bertanya terkait Insomnia dan PTSD. Beberapa tahun yg lalu saya mengalami peristiwa yang bisa dibilang membuat saya trauma. Awalnya saya biasa saja, tapi setelah beberapa Minggu kemudian terkadang peristiwa itu teringat kembali padahal hanya dengan menyentuh bagian bekas luka nya saja dengan secara tidak sengaja. Disitu saya merasa takut seolah-olah kejadian itu akan terulang lagi kepada saya. Padahal saya sudah sering menyakinkan diri sendiri bahwa hari itu sudah lewat , sudah tidak ada yang perlu ditakutkan. Peristiwanya sudah sangat cukup lama sekali. Sebenarnya saya sudah melupakan hari itu tapi setiap ada hal yang hampir menyangkut peristiwa itu membuat saya merasa bersalah, saya juga mudah terkejut , dan panik. Lalu saya berinisiatif mencari apa yang terjadi pada saya, lalu saya mengira diri saya mengidap stres atau PTSD, awalnya ragu tapi dari gejala yang ada hampir semua benar. Walau tidak semuanya. Saya juga sering menangis dimalam hari tanpa sebab, saya tidak tahu apa yang terjadi kepada diri saya. Dulu jadwal tidur saya sangat teratur entah kenapa sekarang saya sulit tidur, bisa tidur sekitar jam 12 malam keatas itu membuat saya pusing terus menerus Dipagi hari. Padahal sudah saya paksa untuk menutup mata agar bisa tidur nyatanya tidak bisa. Terkadang saya juga sering melamun , pikiran kosong dan tiba-tiba berbicara sendiri. Lalu apa yang harus saya lakukan , apa benar saya ini mengalami PTSD? Dan Bagaimana caranya agar waktu tidur saya lebih teratur dok? Sudah saya coba beberapa hal itu tidak berhasil. Terima ;insomnia
saya sedang mengalami sakit ambeien terus disertai sakit perut, Dan saya mengalami susah tidur juga dok, tidak ada rasa ngantuk, sudah tutup mata dan gak bisa tidur. Apakah itu semua saling berkaitan dok? Terus cara mengatasinya bagaimana ya ;insomnia
dok, sebelumnya saya positif covid, dan skrg suda dinyatakan sembuh namun efek yg ditimbulkan menjadi susah tidur sudah 5 hari ini saya mengalami kesulitan kira kira apa ya obatnya untuk mengobati susah tidur dan juga jantung saya degdegan lebih cepat sehingga gaperna pules kalo ;insomnia
dok setelah terpapar covid (gejala ringan) dan skr sdh tidak ada gejala saya jadi insomnia gimana cara ngatasinnya soalnya kepala jadi panas dan pusing karena terjaga terus tiap mlm. Dan sy punya gerd anxiety ;insomnia
malam dok saya ini sering mengalami insomnia juga beberapa gejala dri depresi seperti hampa di setiap saat, sedih tanpa sebab, sensitif dan emosional, kurang nafsu makan juga terkadang ingin melukai diri sendiri. Mohon solusi juga penjelasannya terima ;insomnia
pagi,Hasil tes darah saya :Eosinofil 5 (nilai rujukan 0-3), Netrofil Batang 0 (nilai rujukan 3-5)Kolesterol total 179, Trigliserida 104, HDL 62, LDL 114.Keluhan saya seringkali sulit tidur, padahal sudah sangat mengantuk dan tidak ada yg menjadi beban pikiran, apakah sulit tidur tsb disebabkan nilai Eosinofil dan LDL yg tinggi?Perlukah minum obat simvastatin?Terima ;insomnia
sangat kesulitan tidur di jam normal .. lebih sering di waktu dini hari saya baru bisa tidur .. terkadang saya mengkonsumsi obat-obatan yang mengandung obat tidur agar saya bisa tidur lebih cepat .usia saya 24 tahun dan belum menikah .masa mens saya juga tidak teratur .. kadang dalam 1 bulan saya bisa 2x mens itu pun jaraknya berdekatan dan panjang .apakah itu efek dari insomnia ??bagaimana saya bisa mengatasi masalah tersebut ??mohon bantuannya dok .. terima ;insomnia
