kalimat;tag
Dok, jadi saya mempunyai teman yang didiagnosa memiliki gangguan mental skizofrenia, depresi dan anxiety yang katanya sudah cukup parah (dia sudah konseling).Yang jadi permasalahanya, awalnya saya berusaha menerima dia cerita tentang hal itu kepada saya sebisa mungkin. Saya mencoba memahami, memberi semangat dan mendengarkan. Setidaknya saya berusaha sebagai teman untuk membantu dia dengan menanggapi masalahnya. Akan tetapi semakin lama, saya semakin lelah dan jenuh menanggapi teman saya, saya jadi terbawa kurang baik emosinya. Yang awalnya saya semangat dan moodnya sedang bagus, ketika teman saya bercerita tiba-tiba energi saya seperti terkuras dan jadi malas mendengarkannya, moodswing dan merasa kesal. Terkadang saya sering tidak sabar menghadapi saat skizofrenianya kambuh, tetapi saya tahan. Kadang juga saya merasa tidak menjadi teman yang baik, saya merasa munafik menguatkan dia, akan tetapi saya sendiri juga demikian.Lalu bagaimana ya cara yang baik untuk menanggapinya? Agar saya pun tidak ikut terbawa suasana hatinya. Banyak yang menyarankan harus banyak diajak ngobrol, tetapi hal itu yang membuat saya merasa lelah. Dan apakah hal tersebut dapat menular pada suasana hati seseorang?Mohon dijawab Dok.Terima ;skizofrenia
dok. Saya seorang wanita yang berusia 23 th, dan sudah beberapa tahun belakangan ini, saya merasa saya sangat ingin mati, pergi meninggal kan dunia ini. Saya sangat ingin marah, selalu merasa sedih dan kesepian. Namun saat ini saya sudah menikah dan baru mengandung. Bukan karena terpaksa. Memang saya melakukannya karena mungkin, ya ini jalan saya. Jadi saya hanya mengikuti alur saja. Jika tidak sesuai dengan kemauan saya, rasanya saya sangat sedih dan ingin marah, sangat ingin mati, saya putus asa. Saya capek. Saya tidak tau apa yang membuat saya begini. Tidak ada alasan pasti mengapa saya ingin mati dan menghilang. Seringkali Saya merasa saya sudah tak di anggap dan di butuhkan, tak di hargai, jadi saya berfikir mungkin kalau saya menghilang, mati dari dunia ini mungkin tidak apa apa. Mungkin dengan adanya saya, saya merasa bahwasanya saya hanya seorang yang pengganggu hidup dan beban hidup. Saya seringkali merasa saya tak berguna. Saya capek harus terus berpura2 untuk terlihat baik2 saja. Saya merasa kesepian. Tak di anggap. Saya ingin mati dok, tolong saya, apa yang harus saya lakukan, untuk healing traveling saja saya tak mampu, bukan Krn uang, namun untuk apa, saya akan merasa sendiri, saya tidak memiliki banyak teman. Kadang saya iri dengan yang lain yang bisa ini itu sedangkan saya hanya mengikuti alur saja dan berusaha menikmati semua nya. Saya ;skizofrenia
hari yang lalu kakak saya yang menurut Saya sekeluarga berintelijen tinggi menganggap dirinya Tuhan, kuat yang lain lemah, dia sudah di surga atau neraka, mimpi, merasa membunuh atau dibunuh, ketawa dan lima detik setelahnya nangis juga ketakutan, mendengar suara tembakan pistol padahal suara pompa air, mengira saya Temannya juga musuhnya, kadang tidak percayaan, kompulsif, ingin bebas, apakah ini termasuk Skizofrenia? Apakah dengan tengah dilarikan ke RSJ Grogol dapat membantu pengobatan Skizofrenia? Apakah ada saran psikiater atau RS yang tepat untuk penanganan dari penyakit ini? Mohon masukan, dan rekomendasinya? ;skizofrenia
dok saya orang yg antisosial dan kesepian saya sering halusinasi saya tau jika saya skizofrenia saya tau karna saya sangat kesepian di dalam kesepian karna pikiran saya kosong saya selalu mencari tau tentang diri saya sendiri setelah skizofrenia saya kena pba. dan belakangan ini saya sangat sering lupa dalam waktu beberapa menit dan tak sadar apa yg saya lakukan. pikiran selalu kosong dan kebingungansaya lupa semuannya terutama tentang kehidupan.saya bingung harus melakukan apa. barusan ibu memarahi saya dia bilang kenapa selalu sulit kalo di suruh saya mendengarnya tapi saya tidak marah atau tertekan karna itu sudah terlanjur jauh lewat.Saya mendengar tapi tidak sadar rasa nya seperti ibu memarahi orang lain dan saya langsung lupa yg di katakan ibu saya. Apa yg harus saya lakukan dok Saya tidak sadar dengan kehidupan ini. di tambah skizofrenia saya tak sadar ketikan saya ini hanya mimpi atau ;skizofrenia
pagi dok.Saya perempuan 19 tahun dan saya sering mengalami delusi dan mendengarkan banyak suara suara dari kepala saya di mana suara tersebut terdiri dari beberapa opini yang berbeda sehingga saya bingung sendiri mana yang benar dan mana yang salah. Selain itu saya merasa memiliki dua kepribadian yang berbeda dengan perbedaan yang cukup signifikan seperti suara, feeling dan cara saya mengatasi sesuatu. Namun setelah saya terkadang lupa apa yang saya lakukan dan saya pikirkan sebelumnya. Kira2 apakah ada kemungkinan saya menderita skizofrenia atau mungkin memiliki kepribadian ganda? Jika iya, sebaiknya saya harus ke psikolog atau ke psikiater ya dok. Terima kasih banyak ;skizofrenia
dok, saya mau tanya, akhir akhir ini saya bermimpi persis dengan yang saya lakukan di dunia nyata, tadi sore saya mimpi terbangun dari tidur sore saya dan melaksanakan aktivitas seperti biasanya, saat itu saya terbangun lagi di mimpi yang berbeda, dimana saya terbangun dengan ruangan yang persis dengan ruangan saya tapi mata saya agak buram dan ruangan saya menjadi sangat kecil tapi saat itu saya sadar bahwa saya sedang ada di mimpi yang lain dan duduk meunggu saya terbangun di dunia nyata, pada akhirnya saat saya azan saya baru sadar ternyata dua hal itu adalah mimpi, bagaimana cara agar tidak gitu lagi ya ;skizofrenia
dok, saya mau bertanya. Saya sering melihat sesuatu seperti berhalusinasi. Pernah saya merasa seperti di awasi dan sekilas melihat seseorang, tapi ternyata itu tiang rumah tetangga saya. Saya juga pernah melakukan sesuatu dan sekilas saya seperti melihat kucing dan ketika saya lihat jelas ternyata itu hanya baskom yang digantung dikayu. Saya juga sering melihat seperti sesuatu di depan ataupun samping saya seperti kucing berlari tapi tidak ada apapun. Karena hal itu saya sering kaget dan itu menganggu saya. Masih banyak lagi peristiwa seperti itu yang membuat saya kaget Oleh karena itu, saya mau bertanya ini karena apa? Apakah ini ada masalah dengan mata saya? Atau ada masalah lain dengan kesehatan saya ;skizofrenia
Rozzéy, remaja umur 14 tahun. Sejak kelas 3 sd, sekitar umur 9 tahun, saya sering mendengar suara-suara dari kepala dan hati saya yang menyuruh saya melakukan hal-hal aneh dan berulang-ulang. Dengan ancaman bahwa jika saya tidak melakukannya, maka saya/orang tua saya akan mati. Karena saya masih kecil saat itu, jadi saya hanya mengikutinya saja. Saya terus diliputi rasa tidak aman, dan cemas jika tidak melakukannya berulang-ulang. Ada kalanya permintaannya tidak masuk akal seperti memukul/membunuh orang. Untungnya saya masih cukup sadar untuk tidak melakukannya dan akhirnya menjadi tersiksa sendiri. Hal ini terus terjadi hingga saat saya berumur 13 tahun, suara-suara itu semakin menjadi, tanpa babibu atau suruhan apapun dia tiba-tiba mengatakan “orang tuamu akan mati dalam 30 hari.” Saya jadi cemas dan tidak bisa tidur dan selalu merasa gundah dan menangis terus-menerus, saya selalu murung. Setelah 30 hari tidak terjadi apa-apa dan saya mulai tenang kembali. Namun naasnya, seminggu kemudian dia datang lagi dan mengatakan “kamu akan mati dalam 30 hari.” Saya akhirnya memutuskan untuk menyakiti tangan saya dengan cutter dan jangka, menangis terus menerus, dan takut. Saya juga jadi sering berhalusinasi seolah melihat bayangan hitam dan karena ketakutan saya terus mengeceknya berulang-ulang. Semenjak itu, saya jadi agak sensitif terkait isu kematian, makhluk ghaib, dan sejenisnya—mungkin saya jadi phobia terhadapnya. Saya jadi hilang konsentrasi dalam belajar dan kehilangan minat melakukan kegiatan yang saya suka. Ditambah dengan keadaan keluarga yang tidak harmonis dan ucapan dan tindakan mereka ke pada saya yang terlampau kasar membuat saya makin stress. Sekarang saya umur 14, semuanya tetap sama, saya juga semakin sering insecure, dan lebih senang menyendiri, saya sulit mengendalikan emosi sehingga orang-orang berpikir saya marah kepada mereka padahal sebenarnya tidak, saya selalu merasa rendah diri, sering berbicara sendiri, selalu menyakiti diri, punya banyak trust issues dan selalu merasa bahwa ada yang mengawasi saya dan mencoba menyakiti saya. Saya juga jadi agak trauma terhadap orang tua dan keluarga saya—apalagi ketika mengingat ayah ibu saya yang bertengkar hingga ibu saya nyaris bunuh diri, ucapan kasar mereka, tamparan, tendangan hingga pukulan mereka, pun ayah saya yang nyaris membunuh saya dengan ;skizofrenia
doc saya sering merasa tidak bisa terima suatu hal yang kecil, dan saya sering merasa kaya berada di dalam diri saya sendiri, kepala saya sering sakit, sering merasa melakukan padahal saya sedang diam, sering merasa bersalah, merasa hal yang tidak masuk akal, saya juga sering merasa kalau diri saya itu orang lain, dan sering saya mendengar bisikan yang menekan saya untuk tidak menangis atau melakukan sesuatu, saya tidak tau ini memang saya yang melakukan itu ga paham sama yang namanya hidup atau ada yang lain, saya sering merasa cemas sejak kecil dan sering merasa kalo saya membohongi orang padahal itu semua saya yang mengalami nyata, saya pernah berfikir kalo saya itu gila, mungkin bagi dokter juga ;skizofrenia
dokter saya mengalami penyakit skizophrenia, dan itu saya sudah berobat selama 2tahun, gejalanya ngga parah, ngga sampai ngamuk2, hanya gangguan2 ringan seperti melihat dimensi lain, yg pertama: dalam pikiran saya itu pasti karena terlalu banyak persepsi yg tidak normal maksudnya seperti terlalu banyak pertimbangan dalam melakukan sesuatu saya pikir kalo saya berbuat begini hasilnya bagaimana, apa kata yg kedua: seperti pekerjaan yg di tunda2 hasilnya malah melamun dan melihat dimensi2 lain dalam pandangan saya.Pertanyaan pertama, saya bosen dok berobat terus, apa ada cara alternatif lain selain minum obat, misalnya melakukan prosedur psioterapi.Pertanyaan kedua, apa ada suplemen khusus seperti multivitamin selain obat kimia atau obat yg di racikKekhawatiran saya nanti berbuntut panjang pada masalah kesehatan usus, kalo terus minum obat anti psikotik. Jelaskan ;skizofrenia
dok, saya sering sekali melihat ada hewan entah ular, belatung, ulat, dll di ujung mata. Saya ngliatnya rata² hewannya jalan, dan itu jelas. Tapi pas saya nengok buat lihat lebih jelas hewannya tidak ada(hanya halusinasi) itu kenapa ya dok? Saya mengalami hal ini ± 1 bulan terakhir ini dan hampir setiap hari ;skizofrenia
dok mau bertanya saya seorang penderita skizofrenia dengan halusinasi pendengaran, lh saya belakangan ini sering tertawa sendiri kira kira kenala ya ;skizofrenia
jelaskan tentang delusi paranoid atau psikosis Persecutory/paranoia dok? Pertama kali ke psikolog umur 15 tahun dan didiagnosa psikosis. Seberapa bahaya ini ya dok dan saya sudah putus kontak dengan psikolog waktu itu. Saya takut ini mengganggu saya kedepan karna dalam tiap tahun gejala 7 hari ini terjadi 3/4 kali dari semenjak tahun 2017, tapi pas 2019 engga terjadi sama sekali mungkin karna waktu itu saya sibuk mau lulus SMA. Saya kira waktu itu udah sembuh tapi pas 2020 terjadi lagi 4 kali dan di 2021 terakhir bulan maret. Terjadinya selalu sama yaitu selama 7 hari dan disaat itu saya selalu ketakutan merasa semua orang atau orang yg berkuasa atau juga pemerintah mengawasi semua tindakan saya. Saya jadi kehilangan kepercayaan waktu itu dok. Triggernya karena perasaan bersalah apabila saya habis melakukan kesalahan. Apa yang harus saya lakukan dan apa ini bisa disembuhkan total dok? Terima ;skizofrenia
dok saya ada keluhan, hidup saya kurang sehat fisik maupun mental, saya merasa jika minum obat psikter itu hidup saya normal. saya sering x ribut dengan istri, dan sering juga istri mengatakan saya gila. seblmnya saya sdh minum obat psiktr dinyatakn telah selesai. tapi merasa tdk enakan lagi. saya merasa aneh saja dgn pikiran ini, apakah saya ;skizofrenia
saya mau nanya kenapa ya ketika saya suka berbicara ke sendiri dan ketika kesepian dan suka halusinasi tentang hal yang tidak wajar kalo boleh tau itu penyakit apa ya dok mohon di ;skizofrenia
dok,Saya mau bertanya...Saya punya tetangga kelakuannya Suka marah marah gak jelas terus kadang tetangga saya suka menggedor gedorkan tanggan dan kepalanya ke tembok pernah sampai berdarah Pernah bawa martil sampe tembok rumahnya hancur...ibu saya pun hampir menjadi korban amukan orang stres tersebut padahal ibu saya tidak salah apa apa dan Tetangga saya suka bicara yang Aneh aneh dan gak jelas .... Tapi yang anehnya Org stress tersebut suka bilang tidak strees (Dengan berkata kasar)...-Apakah orang stress tidak menyadari dirinya stress?-Cara mengatasi dan mengobatinya gimana dok,apakah ada obat khusus?-Cara Alternatif nya harus bagaimana?Saya pernah menyarankan untuk dibawa ke RSJ,tapi pihak keluarga menolak...mungkin karena biaya ...Atas jawaban yang telah diberikan saya ucapkan ;skizofrenia
pagi dokMaaf saya mau tanya, apa yang harus dilakukan ketika delusi tiba-tiba datang?apa delusi bisa benar-benar hilang dari diri kita?pencegahannya gimana?apa ada obat khusus? ;skizofrenia
malam, dok. Saya memiliki teman yang menurut saya mungkin mengidap gangguan mental. Teman saya ini itu ngebuat dunianya sendiri gitu. Dia itu tau dan sepenuhnya sadar kalo dia lagi sendirian di ruangan atau kamar. Tapi di dalem ruangan atau kamar itu, dia bertingkah seolah-olah ada orang lain. Dia ketawa, senyum, becanda sama yang dia buat itu. Sesuatu yang didunia nyata ga bisa dia lakuin, tapi di itu dia bisa. Kek misal, didunia nyata dia gabisa main gitar, tapi dia bisa main gitar bahkan jago banget. Tapi, dia itu sadar kalo semuanya itu cuma khayalan dia aja, semua itu dia yang buat. Terus juga akhir-akhir ini teman saya itu seperti mengalami gangguan mood, dok. Tapi tiba tiba merasa sedih, kecewa, marah, gak semangat, sulit fokus, sulit tidur, gak nafsu makan bahkan dia gak lanjut penelitian ilmiahnya. Kalo dari sikap sehari-harinya biasa aja, dok. Ngumpul bareng, kalo diajak ngobrol atau diskusi yaa nyambung, kuliah juga biasa aja pokonya biasa aja kek orang normal gitu. Tapi emang cenderung pendiem, ga suka rame, susah buat adaptasi sama orang atau tempat baru, takut orang, tertutup. Tapi kalo dideketin yaa fine-fine aja, teman saya ini kenapa ya dok ? apakah butuh pendampingan profesional ? Terima kasih banyak sebelumnya, ;skizofrenia
dok, sy seorg ibu dgn bayi yg msh berumur 23bulan. Sy syg sekali dgn bayi sy,apapun yg dia lakukan sll membuat sy kagum dan bangga. Sy bahagia punya anak spt anak sy.sy tdk prnh melontarkan kata kasar kpd anak sy,aplg sampe memukul. Tp bbrp hr terakhir, sy sll emosi dgn anak sy,utamax saat dia menangis. Kata2 kasar bahkan sumpah serapah secara tdk sadar keluar dr mulut sy, smkin banyak yg keluar semakin nikmat rasax.tdk peduli seberapa kencang tangisnya,bahkan sy semakin senang jika anak sy menangis krn makian saya.Prnh bbrp kali sy mencoba membunuh anak sy sendiri menggunakan bantal. Saat itu anak sy menangis ,jd emosi sy terpancing . Saat melakukan itu 1sisi sy tersenyum ,sy bahagia rasax. Tp 1 sisi sy pun sedih sy berpikir ada apa dgn sy. Semakin kuat tangisan anak sy semakin kuat jg sy mencoba. Stlh kejadian itu, setiap sy melihat si anak,semakin sy tdk suka,seolah hilang sdh kasih syg sy padax. Apakah sy sdh gila dok ? Sy tinggal ber3 dgn suami dan anak sj,setiap hari suami sy sibuk bekerja dan sy sibuk mengurus anak.sdgkan di akhir pekan, kadang ada masa utk liburan dan lbh banyak berdiam diri di rmh. Apa yg hrs sy lakukan ?? Utamax jk berhadapan dgn anak ;skizofrenia
penderita PTSD berpotensi mengalami ;skizofrenia
apa bedanya psikopat, skizofrenia, dan ;skizofrenia
saya baru pulang dari pengobatan karena saya sakit skizofrenia, setelah pulang saya ngobrol sama orang padahal gak ada dan aku memeluk bantal yg aku anggap itu orang, apakah keduanya halusinasi normal atau skizofrenia? Ada yg bilang kalau ngobrol sama orang padahal sendirian itu cerdas (kaya main peran semuanya ;skizofrenia
Halo dok, saya penderita penyakit mental skizofrenia dan sudah menjalani pengobatan selama 3 bulan kurang setelah pulang dan 1 bulan kurang setelah nya saya jadi suka teriak teriak padahal sebelumnya seumur hidup suka diem dan murung aja, misalnya kesal laptop gak bisa di cas atau keingetan pernah chat nyebelin dan suka ketawa ketawa keingetan hal lucu bahkan pernah ketawa di kamar mandi umum tapi sepi dimarahin ibu sih karena ada pikiran dan aku jadi lebih senang, terus kalau lagi sedih sedikit jadi ketawa tiba2 karena ada pikiran lucu, apakah perubahan itu masih disebut skizofrenia? 2. Aku juga pernah liat judul buku gejala psikologik bipolar maksudnya apa ya? Apa dari skizofrenia bisa jadi bipolar?3. Waktu kecil pernah sakit dan kekamar mandi pernah liat semacam binatang hitam kecil2 banyak padahal gak ada, itu wajar atau skizofrenia dok? Soalnya ada orang yg pernah liat juga tapi gak sakit. Dan kalau itu skizofrenia, saya sudah sakit skizofrenia dari kecil ya?Soalnya kakak saya juga skizofrenia, jadi ini bisa karena genetika?4. Apakah malas berkegiatan termasuk sholat itu termasuk skizofrenia? Dan kalau gak sholat saat masih sakit dan sudah berobat itu dosa?Atau sebuah kemunafikan?Mohon dibantu jawab setiap nomor dok, saya perlu. ;skizofrenia
5 tahun yang lalu saya merasa ibu saya seperti mendengar, melihat sesuatu yang tidak nyata. Ibu saya sering mendengar suara seperti suara politisi, artis, bahkan presiden, keluarga bahkan orang yang saya tidak kenal sekalipun. Malam dan setiap saat ibu saya sering mendengar suara tersebut. Ibu saya sering curiga berlebihan terhadap saya, saya sering dituduh seperti berkomunikasi dengan makhluk gaib padahal saya hanya melakukan self talk sesekali. Waktu itu juga pernah dimana ibu saya menelepon salah satu Tante saya, sebut saja i ibu saya menelepon beliau agar tidak membicarakan ia lagi . Padahal Tante saya tidak membicarakan iaWaktu itu sempat juga ibu saya itu pernah bilang hal yang tidak nyata lainnya seperti1. Dapat berkomunikasi dengan salah satu orang Amerika serikat yang terkenal yang tentu saja tidak kenal dengan ibu saya. Ibu saya merasa kenal dengan beliau2. Mendengar suara hati saya padahal saya tidak pernah berbicara seperti ituIbu saya sering memperbesarkan masalah sepele seperti pendaftaran sekolah, dan lain- lain. Apalagi ibu saya mengalami indigo atau ;skizofrenia
kurang lebih sudah 4 thn sy menyalakan diri sy atas suatu peristiwa. Saya juga punya rasa ketakutan trhdp pernikahan dan perceraian karna saya dr keluarga brokenhome. Saat mendengar org yg bertengkar, apalgi soal keluarga semua kenangan menyakitkan menyerang pikiran saya. Sy juga mengalami perubahan mood yg signifikan sjk 2 THN terakhir. Bahkan setiap malam sy slalu menangis tanpa alasan.Kadang juha suatu waktu sy tdk ingn bertemu siapapun, hanya ingin sendiri. Sy sering juga berpikiran ingin mengakhiri kehidupan saya, bahkan pernah melakukan percobaan. Dan yg terakhir kurang lebih 3 bln terakhir saya sering mengalami halusinasi dok. Bahkan 2 Minggu terakhir ini semakin sering saya mengalami halusinasi dok. Ini bagaimana ya dok ;skizofrenia
dok, awalnya saya berbicara sendiri mengenai suatu topik kepada teman yang cuma ada dipikiran saya. Saya melakukan itu awalnya karena kesepian dan tidak punya teman berbicara. Namun, akhir-akhir ini terasa seperti berisik sekali 'teman' dalam pikiran saya kadang seperti membuka luka lama yang membuat saya sedih. Terkadang membuat saya tidak fokus dalam kegiatan sehari-hari. Apa ini gejala awal penyakit ;skizofrenia
selamat sore.Dok saya mau bertanya, jadi tetangga saya sudah lama didiagnosa sakit skizofrenia hebefrenik. Umurnya dia sekitar 47 tahun. Dia sudah lama berhenti mengkonsumsi obat, tapi tetap aman dan tidak mengamuk. Tapi yg jadi masalah nya dia sekarang adalah dia tidak bisa BAB sendiri dok. Harus dikasih dulcolax setiap 2 hari baru bisa BAB. Untuk makan normal, 3x sehari, mengkonsumsi buah dan juga sayuran.Ini kira kira kenapa ya dok?Terima ;skizofrenia
dokDok saya ingin bertanya,saya sering mengalami merasa bingung sendiri secara tiba tibaTerkadang saya merasa biasa aja,tiba tiba saya merasa bingung dan akhirnya selalu memilih untuk berdiam diri dikamar selama beberapa hari dan jika suda merasa perasaan enak an saya baru bisa berinteraksi lagi dengan sekitarSaya memang sedang melakukan pengobatan dan diberi obat camlet 2mg oleh dokterTapi makin kesini nya saya berfikir obat ini menjadi candu,karna saya tidak bisa berbicara secara percaya diri di publik jika tidak mengkonsumsi obat ituSampai akhirnya saya memutuskan untuk berhenti secara mendadak Selama beberapa minggu pasca berhenti mengkonsumsi obat nya,saya merasa gangguan kebingungan saya kambuh lgSaya mau konsumsi lg tp saya takut menjadi candu karna camlet merupakan obat psikotropikaApakah ada saran lain dok selain mengkonsumsi obat itu ?Karna makin kesini saya selalu menyendiri dan sangat jarang berinteraksi dengan sekitar karna merasa tidak PD dan sering emosianTerimakasih sebelumnya ;skizofrenia
yang saya kenal tibaÂ² saja mengalami pandangan yang sedikit lebih gelap(menurut dia sendiri) lalu dirinya menyadari bahwa sesuatu yang belum diselesaikannya ada di depan mata namun tubuhnya tidak mau bergerak sesuai apa yang dia lihat, dia juga terlihat bingung. Dan setelahnya dia jadi sering berhalusinasi, menggumamkan kataÂ² yang tidak jelas dan katanya dia melihat halÂ² yang terbilang mistis. Saat awalÂ², dia seperti itu hanya saat sore hari menuju malam hari tapi beberapa hari setelah itu jadi lumayan sering seperti itu. KiraÂ² dia kenapa ya dok?mohon dijawab saya sangat ;skizofrenia
stress, aktifitas saya sehari2 tidak beraturan, ad satu hal yg buat saya seperti ini, saya ingin keluar dri zona masalah itu dok, tapi saya gk bisa, saya dapat ancamandi bunuh... Saya harus menyikapi nya bagaimana, saya bingung harus melakukan ap, pola tdur dan makan saya juga terganggu ;skizofrenia
merasa asing denganÂ diri saya sendiri. Hal itu telah saya rasakan selama setengah tahun terakhir ini. Bermula dari melakukan kebiasaan baru untuk memperbaiki diri, membuat diri lebih tertara agar kedepannya kehidupan saya lebih baik. Namun, kegiatan yang tidak biasa dan bukan seperti diri saya yang sebelumnya menimbulkan keanehan. Seringkali saja merasaÂ kurang dan ada yang kosong walaupun di situasi tersebut walaupun sebenarnya disituasi tersebut saya merasa amat senang. Hal itu akhirnya membuat saya tidakÂ nyamanÂ dengan diri sendiri. SayaÂ merasaÂ adaÂ versiÂ baruÂ diÂ dalamÂ diriÂ saya,Â dan tidak pas. Setiap kegiatan yang saya lakukan saya merasa kurang enjoy. Hal ini juga berdampak pada konsentrasi saya. Tidak fokus seperti ada cerita yang saya rangkai dipikiran dan itu mengalir terus menerus diluar kendali saya. Saya berharap bisa jadi diri saya sendiri dengan nyaman sepertiÂ dulu (ya tapi yg sisi baiknya saja, negatifnya ;skizofrenia
