kalimat;tag
"""Dok, kok dada saya setiap saat sering ingin di tekan terus ya. Trus kalau nggak di tekan kayak jd gelisah trus. Apa lgi pas upacara.. gelisah banget kalau gak di tekan dada saya di kiri dan kanan. penyakit apa ya dok"" ";kecemasan
dok. saya seringkali merasa dimana semua pergerakan terasa cepat, suara2 terdengar keras. sampai suara detik jam tedengar. saya bisa merasakan detak jantung saya sendiri. saya merasa ada yang mengejar, namun tidak takut. hanya ada perasaan ingin pergi menjauh tapi tidak hilang. dan tidak sakit, tidak sulit bernafas. tidak pusing. ini sering sekali terjadi, sekitar 5x seminggu. dan berlangsung bisa 10-30menit. saya sudah cari di google namun semua mengarahkan ke rasa sakit di dada, namun saya tidak merasakan rasa sakit. apa ini hanya panic attack? dan apa yang bisa mencegah atau menguranginya? karna ini cukup mengganggu aktivitas saya. terimakasih ;kecemasan
"""Hallo dok, saya Dyah usia 19 tahun. Saya ingin bertanya tentang anxiety. Dok saya sering merasa gelisah, sebuah kesalahan dan permasalahan selalu menjadi pikiran sampai terkadang tidak bisa tidur, ingin marah sendiri (jika mengingat kesalahan atau masalah itu), sedih sampai menangis. Teman teman saya sering menganggap saya terlau berlebihan dan kesannya seperti membesar besarkan, tapi memang begitulah saya. Rasanya tidak enak, penuh dengan pikiran walaupun sebenarnya saya sendiri tahu itu hanya lah sebuah masalah sebelumnya dok."" ";kecemasan
"""Apa solusi dok untuk org yggampangtersinggung,dan marah marah"" ";kecemasan
"""Halo dok, saya berumur 18 tahun. Akhir2 ini selama 5 hari saya sering sekali bermimpi buruk hingga saya takut untuk tidur kembali , jantung saya berdebar, kaki dan tangan dingin, saya memiliki rasa takut yg luar biasa hingga berjamjam namun saya normal kembali , apa yang harus saya lakukan dok? Apa ada penyebab yg membuat saya bermimpi buruk terus menerus? Mohon dijawab dok . Terimakasih"" ";kecemasan
"""Selamat malam dok,saya mau tanya bagaimana saya bisa mendapatkan resep dokter untuk obat penenang, ke psikolo atau pskiater atau dokter umum? Saya mengalami gangguan cemas panik yg akut."" ";kecemasan
dok.. Saya sepertinya mengalami gejala Varicocel sinistra grade 1 dok, nah apa yang harus saya lakukan untuk menyembuhkannya dok.? Karna saya mau masuk di Akpol, sedangkan kalau mau masuk Akpol tidak boleh mengidap penyakit verikokel.. Jadi saya harus bagaimana dok ?? Mohon bantuannya dok karena ini menyangkut masa depan saya ;kecemasan
"""Dok, saya gak berani Beraktivitas diluar rumah jika tidak ada yg menemani, spt org tua, kawan, pacar. Untuk keluar rumah untuk rawat bunga pun kdg saya risih jika tdk ada yg temani saya, Dan saya pun memang lebih nyaman dirumah, nonton, game, mkn, kalo sendri drumah, kalo keluar pasti berdua pcr ato teman, Apa saya sakit gejala sesuatu dok saya jg ingin bebas spt yg lain, keluar ke pasar beli kosmetik bisa sndri tanpa bergantungan org lain, tpi gakbisa, belum juga keluar baru siap2 tuk panasin motor saya sudah keringat dingin, jantung berdebar. Dibilang trauma sya jga Alhamdulillah blm prnh kecelakaan ato gmn dok, inti.a kmn2 sndri sya gak pernah bisa,duluan takut knp dok ? Saya sangat ingin berubah"" ";kecemasan
"""Dok 3 tahun yang lalu saya pernah merasakan ini juga selama satu tahun, tapi setelah itu sebulan yang lalu saya merasakan lagi. yang saya rasakan adalah saya sering menangis tapi tidak jelas alasannya, sering cemas tanpa alasan/alasan yang sangat sepele, jantung berdebar sampai saya bisa mendengar dan merasakan jantung saya berdetak, beberapa bagian tubuh saya kebal dan kadang tibatiba beberapa bagian tubuh saya terasa sakit, sulit berkonsentrasi dan sekalinya mencoba badan saya tidak enak, suhu badan saya tidak konsisten (naik turun), saya juga sempat hypersomnia selama 17 jam tapi seringkali terbangun dan saat terbangun cemas, lalu saya juga mengalami halusinasi. tolong dibantu ya dok"" ";kecemasan
"""Selamat sore dokter, istri saya berumur 38 tahun.sering merasa cemas dan ketakutan yang berlebihan.sebelumnya dia sempat demam (panas tinggi) dan menggigil serta mual... dan sering mengatakan kalau dia sering didatangi makhluk besar dan hitam . apakah itu merupakan halusinasi saja atau memang merupakan suatu penyakit dokter, apakah bisa disembuhkan? ... karna pada tahun 2012 istri saya juga pernah mengalami gejala serupa bahkan sampai tidak sadarkan diri dan semakin hari semakin parah sampai dia tidak tahu siapa dirinya lagi ... akhirnya saya bawa ke psikiater dan diberi suntikan obat... dan sakarang gejala2 yang mengarah kesitu datang lagi dokter ... apa yang harus saya lakukan karna saya tidak mau seperti dulu lagi ... tks"" ";kecemasan
"""Selamat sore dok, saya ingin bertanya jadi saya memang ada anxiety yang terkadang cukup parah ketika kambuh dan yang saya sering alami setiap saya mulai cemas ketika tidur pasti saya akan keringat dingin, terggantung kecemasan saya kadang sampe harus ganti baju dan kadang tidak begitu terasa. Pernah ketika sedang sekitar beberapa bulan lalu saya dikasih zypraz sama dokter dan setelah itu saya memang stop berkeringat dinginnya juga sebenernya jarang sekali dan tanpa rasa apapun (tidak mengigil,dll) cuman saya kadang jadi kepikiran saja, apakah ini ada hubungannya dengan anxiety saya atau tidak ya dok? masalahnya saya ada kelenjar yang bengkak karna sempat terkena jamur tetapi sudah jauh mengecil sekarang dan kata dokter tidak perlu dikawahtirkan. perlukah saya periksakan ke dokter spesialis lagi? juga haruskah saya menemui psikolog? terimakasih ya dok."" ";kecemasan
"""Dok kenapa saya selalu rasa cemas tanpa sebab ? Saya kerap bersendirian Dan tidak suka bersosial dengan keluarga Dan kwn. Sy lebih suka Dan selesa bersendirian.Saya selalu berdebar Dan sesak nafas Walau bersendirian."" ";kecemasan
Dok, saya mau nanya. Sudah 2 hari ini perasaan saya sangat cemas tentang kesehatan saya, kemarin saya masih bisa mengontrol kecemasan saya dan hanya berlangsung beberapa menit, saat itu disertai sesak nafas. tapi tadi pagi saya kembali merasakan kecemasan itu hingga nyeri pada dada dan bahu kanan saya, dan berlangsung hingga sekarang, ketika saya check up di klinik terdekat, dokter mengatakan saya hanya terkena gangguan cemas dan saya dirujuk ke psikiater. Apakah ini hanya perasaan cemas saya atau benar2 penyakit jantung ;kecemasan
"""Begini dok, saya selalu takut sama takut nya tuh karena takut ngerebut pasangan berpikiran suatu hari saya kayak setiap malam sampai gx pikir nya pun aku masih pengen sudah berdoa sama Tuhan rasa mau tinggalkan dunia saya tidak harap dokter kasib tau apa yang terjadi terhadap harap saya tetap jdi org gx rbt siapa menyenangkan hti mma dn Yesus dh ckl"" ";kecemasan
"""selamat malam seorang ibu rumah tangga punya dua hampir 3 bulan sy ketakutan akan crita awalnya ketika sy mendengar kerabat sy meninggal dunia secara mendadak... sejak itu sy krpikiran terus ttg kematian. bagaimna klo sy yg seperti itu.sy seperti menghatui diri sy sndri. badan gemetaran pikiran tidak fokus aplg kalo denger ada org meninggal. sy sllu mengembalikan ke diri sy sendiri. sy sllu berdoa agar bisa terus bersama anak2 ku hingga mereka berhasil nantinya. yg ingin sy tanyakan tergolong penyakit apa kah ini terus bagaimana cara menyembuhkan syndrome nya... terima kasih sy"" ";kecemasan
pagi dok, saya mau bertanya selama ini tangan saya sering gemetar namun hanya berlangsung beberapa menit saja dan terjadinya secara tiba-tiba, sekarang bahkan saya sering merasa lapar padahal baru makan satu jam yang lalau, dan mood saya kadang-kadang sering jelek, seperti merasa sangat tertekan. apakah ini merupakan gejala dari suatu penyakit? penyakit apa? mohon jawabannya. ;kecemasan
"""Hai dok, saya mahasiswi umur 21 tahun. Saya ingin tanya dok tentang kegelisahan saya. sudah sekitar 5 bulan saya sering merasa gelisah disertai insomnia, kadang kepala bagaian atas juga terasa sangat sakit dan dada sesak. Awalnya berasal ada dari masalah pribadi dok sejak saat itu saya merasa orang lain tak ada satupun yang saya percaya. Saya juga sering merasa teman teman saya tidak lagi mau dekat dengan saya. Dan akhir akhir ini saya juga sering menarik diri dari lingkungan entah kenapa waktu yang paling saya suka itu adalah saat saya sendirian. Saya tidak terlalu tertarik untuk berkomunikasi dengan orang lain sekalipun keluarga saya. Tapi dengan kesendirian itu tidak membuat saya lebih tenang. Saya sadar betul hal ini bukan hal baik untuk selalu menghindar untuk berkomunikasi dengan orang lain. Tapi saya tidak bisa menhindari itu dok. Bagaimana untuk mengatasinya dok? Saya sudah mencoba melawan rasa gelisah ini tapi belum berhasil. Apakah saya memerlukan psikiater dok? Mohon bantuannya dok. Terimakasih."" ";kecemasan
"""Hi alodokter. . mau tanyaa. .klau tangan selalu sejuk kebas ,jantung berdebar. . rasa takut selalu. . apa pnyakit ini yerr. . adakah kene mau segera menjumpai doktor??"" ";kecemasan
"""Dok umur saya 20th saya sudah periksa ke dokter umum saya hanya di kasih paracetamol b12 Dan antasida, tapi saya kadang bingung dengan penyakit saya. Batin dan pikiran saya suka bicara bicara sendiri kadang muncul pikiran buruk kadang pusing setres sering merasa takut ini lah takut itu lah .kalau gejala fisik leher saya sering kaku kadang kalau nengok kiri suka bunyi , saya berobat ke mana ya soal nya sangat mengganggu hidup saya"" ";kecemasan
saya merasakan sakitkepala,cemas berlebihan,badan panas,pikiran kacu,susah tidur.kurang nafsu makan.apapenyakit saya ini dok,dan cara mengatasiya bagaimana,saya sangat gelisah terima kasih ;kecemasan
"""Dok saya mau tanya, saya punya temen dan dia itu mengeluh kalau misalnya dia lagi dalam keadaan tidak nyaman pasti tangan dan kakinya gemeteran bahkan kadang suka reflek buat lari ataupun loncat. Saya tanya kapan mulai suka kayak gitu, dia bilang mulai pertama kalinya itu pas kedua orang tuanya lagi bertengkar.itu kenapa ya dok?"" ";kecemasan
"""Dok, kenapa saya kalau merasa tidak nyaman dengan suatu kondisi, kaki dan tangan saya suka gemeteran bisa bisa sampai reflek loncat ataupun lari, terus saya langsung keringet dingin, itu kenapa ya dok?"" ";kecemasan
"""Dok, saya andi umur 22 tahun, beberapa minggu ini setiap malam saya sering merasakan jantung berdetak kencang. Nafas agak terhambat dan gelisah luar biasa dok tapi tidak ada rasa nyeri sedikitpun. Kira kira apa penyebabnya ya dok? Dan apa yang harus dilakukan saat saat diatas terjadi di malam hari dok? Terimakasih"" ";kecemasan
"""Selamat malam, dok. Saya Mutia, umur saya 21 tahun. Hal ini sudah sering terjadi dalam 6 tahun terakhir, saat saya mengalami cemas dan gugup yang berlebihan, nafas saya tersenggal-senggal atau sulit mengambil nafas, juga setelah itu mulai kesemutan dari kaki dan tangan lalu menyebar ke seluruh tubuh. Kadang saya sampai kejang-kejang karna sulit mengendalikan diri. Namun saat itu saya masih dalam keadaan sadar, tidak dokter, apakah saya mengalami tetapi, ketika saya memeriksakan diri ke dokter umum, dokter mendiagnosis saya menderita anemia akut (saya memang menderita anemia sejak umur 12 tahun). Mohon bantuannya dok. Terimakasih."" ";kecemasan
"""Assalamualaikum wr.wb. dok. Saya indri . Saya mau bertanya, apa penyakit dengan gejala seperti; cemas dan gelisah yg berlebihan, jantung berdebar, keringat dingin,rasa akan mengalami kematian dan tiba2 tubuh saya gemetar lalu lemas seketika. Penyakit ini kadang datang jika saya sedang datang bulan atau juga tidak bisa diperkirakan. Tapi gejalanya timbul diwaktu thn lalu saya pernah mengalami hal aneh seperti kerasukan. Setelah sembuh,gejala yg sering terjadi seperti yg saya sebutkan bantuannya ya penyakit saya dan bagaimana cara kasih."" ";kecemasan
"""dok, saya ingin bertanya sering skali merasa cemas, khawatir berlebihan, menangis, bahkan sering berfikir ingin bunuh diri suka emosi dok, kadang hal sepele saja saya emosi berlebihan. apa yg harus saya lakukan guru konsuling saya, saya mengalami depresi saya harus meminum obat penenang dok? jika ya, obat apa yg dianjurkan?"" ";kecemasan
"""Dokter saya mau tanya apakah saya ini paranoid atau ga? Saya kalau ada sedikit banyak masalah trus saya baper nah sudah ga enak makan trus tidur susah jadi insomnia trus parahnya saya cemas atau takut berlebihan yang namanya mati tiba-tiba saya takut dan bilang ke siapa saja mama besok kaya saya mau mati deh, itu gmn ya dokter ????"" ";kecemasan
"""Dok umur saya 21 ., gejala yang saya alami kalau saya sedang beraktivitas jam 12-3 sore kadang tubuh saya suka langsung lemas dan bingung gejala fisik nya saya sakit di bagian bawah perut sebelah kiri dan dada kiri aga bengkak kalau di sentuh tulang rusuk atas terasa ngilu., tenggorokan sakit mulut mudah pahit., gejala psikologi nya kalau hari ini saya mudah gembira besoknya saya selalu kepikiran penyakit., jam tidur kalau sayakalau saya tidur jam 8 jam 2 malam udah bangun kalau tidur saya jam 11 jam 4 malem udah bangun . Udah 3bulan 3x periksa cuma dikasih obat lambung"" ";kecemasan
Pagi seorang laki-laki berusia 30 tahun, saya mulai menyadari OCD yang saya derita sekitar beberapa tahun lalu. Berdasarkan article yang pernah saya baca-baca, biasanya orang akan mengidap OCD 1 hal saja, tapi dalam kasus saya, ada beberapa hal yang saya rasakan, mulai dari keinginan untuk mencuci tangan....meski itu mengganggu, saya masih bisa handle dan berdamai dengan hal mulai sangat mengganggu saat ini adalah gangguan kecemasannya. Saat ada hal yang saya cemaskan, saya akan sulit sekali mengendalikan pikiran saya memikirkan bagaimana hal yang saya pikirkan ini akan jadi semakin buruk dan buruk, dan bagian terburuknya jika sampai tingkatnya, saya akan berteriak memanggil orang tua atau orang yang ada didekat saya. Ini sangat menyiksa, melelahkan, dan bantuannya dokter, Thank you and best ;kecemasan
